user,0,1
"('cnbc', 'Present')",0.0848225055126804,-0.0944365210144837
"('sjosephburns', 'Present')",0.0807378142763628,-0.025184596364951
"('hmeisler', 'Present')",0.0925694223544549,-0.0662019046740363
"('benzinga', 'Present')",0.1377071036414948,0.05588677873975
"('marketwatch', 'Present')",0.0793783224781125,-0.0992223924375154
"('markets', 'Present')",0.1908956940566683,-0.1048272606473169
"('spdjindices', 'Present')",0.0991479351421739,-0.0012745776493552
"('cnbcnow', 'Present')",0.2915652328052909,-0.1580030659218562
"('hedgefundinvest', 'Present')",0.2020992692597338,-0.1200780499718127
"('stocktwits', 'Present')",0.1863900236901168,-0.0086043673621978
"('breakoutstocks', 'Present')",0.2717840275736963,0.0150585396452397
"('nytimesbusiness', 'Present')",0.0942246658259983,-0.1383263132129166
"('ritholtz', 'Present')",0.1348579073062726,-0.105869476556155
"('jimcramer', 'Present')",0.1166348376287356,0.0188246758384233
"('peterlbrandt', 'Present')",0.1588999112178339,-0.0933710420572374
"('steve_hanke', 'Present')",0.1626642730189045,-0.3029054930490951
"('ibdinvestors', 'Present')",0.1712892270261128,0.0664284395770384
"('bespokeinvest', 'Present')",0.2559027275061822,-0.0627467097660231
"('stockcats', 'Present')",0.1142823974440465,-0.0262403923557715
"('lizannsonders', 'Present')",0.3461962393588034,0.0458264961457943
"('ivanthek', 'Present')",0.088261802276139,-0.1141658139160233
"('charliebilello', 'Present')",0.3929232787578873,-0.0757504072240976
"('michaelbatnick', 'Present')",0.1553195665454621,-0.0258537387772665
"('markyusko', 'Present')",0.118385718001459,-0.0154679919468131
"('allstarcharts', 'Present')",0.1452568468390047,-0.0258207071844064
"('5_min_macro', 'Present')",0.2244321545139955,-0.1277983266165765
"('callum_thomas', 'Present')",0.2041135340580664,-0.0096066200480644
"('topdowncharts', 'Present')",0.3433524058591167,0.0296653105026251
"('ryandetrick', 'Present')",0.2493087939871808,0.0486031744716171
"('thebubblebubble', 'Present')",0.1669410765340048,-0.1314813291193459
"('keithmccullough', 'Present')",0.2278519061581608,-0.0198789272076569
"('justinwolfers', 'Present')",0.2222341931535789,-0.0925099299359952
"('joelkruger', 'Present')",0.2228220051113472,-0.0201770967478395
"('profgalloway', 'Present')",0.2131004490519159,-0.0388922290317349
"('danzanger', 'Present')",0.2864937028422056,0.1798707835334138
"('johnscharts', 'Present')",0.2189209238227479,0.1819516570717441
"('optionshawk', 'Present')",0.1714738224900637,0.1375250401853006
"('lmt978', 'Present')",0.1487107532173633,0.0481007876848645
"('markflowchatter', 'Present')",0.3790110953839163,0.0590060850793526
"('incredibletrade', 'Present')",0.181889278765094,0.1015492800325492
"('robintheblack', 'Present')",0.1035872320456069,-0.0107216295307369
"('tmfjmo', 'Present')",0.1778094047458173,0.0692413319401638
"('super_trades', 'Present')",0.1547583827241711,0.0854095183172895
"('dkellercmt', 'Present')",0.292273928396174,0.0313778019484298
"('jasonleavitt', 'Present')",0.3082832187896105,-0.0365756237476819
"('marketclub', 'Present')",0.264094803516396,0.0945009336660098
"('markarbeter', 'Present')",0.2796851717700895,-0.048000928892341
"('brunicharting', 'Present')",0.208263286201251,-0.0333594691620498
"('usatodaymoney', 'Present')",0.1314570972074751,-0.0767239335523259
"('wsjmarkets', 'Present')",0.2916987065032842,-0.1364755266235
"('breakingviews', 'Present')",0.1853557134122828,-0.0584840686784662
"('ft', 'Present')",0.0864714738200982,-0.1291514139026437
"('wsj', 'Present')",0.0686471157616081,-0.1410960073727603
"('iimag', 'Present')",0.2651985999013097,-0.0332350982936829
"('financialnews', 'Present')",0.2312864892352227,-0.0751129214830524
"('ftfinancenews', 'Present')",0.2389002876662935,-0.1168275403023348
"('chicagostock', 'Present')",0.3572091530354741,-0.0521022596564566
"('nypostbiz', 'Present')",0.3038525898215053,-0.187386108448165
"('chitownba', 'Present')",0.190260960735306,-0.0017973136140209
"('dcdaytrader', 'Present')",0.250322942978547,-0.1802967730692491
"('stockwinnerscom', 'Present')",0.4171097611584934,0.1188871655785641
"('thesquaremile', 'Present')",0.2293380184645531,-0.1535639491517805
"('john_hempton', 'Present')",0.1421700478349253,-0.1073765104526298
"('barbariancap', 'Present')",0.1508591763954793,-0.0625876239489993
"('muddywatersre', 'Present')",0.2877373836231078,-0.1401647379221414
"('alderlaneeggs', 'Present')",0.082714679954206,-0.0795405789666155
"('kerrisdalecap', 'Present')",0.456891466143335,-0.0895858859406109
"('modestproposal1', 'Present')",0.1437776730978142,-0.063947261835248
"('marketfolly', 'Present')",0.2117948767658535,0.0894478443093105
"('activistshorts', 'Present')",0.4735533441428238,-0.2904227308443841
"('bluegrasscap', 'Present')",0.176327102988816,0.0904401853680524
"('wallstcynic', 'Present')",0.1153538571423551,-0.1026156664532444
"('herbgreenberg', 'Present')",0.1930830148891303,-0.0473356082224786
"('valuewalk', 'Present')",0.128104143123401,-0.0600534210903714
"('fattailcapital', 'Present')",0.230802380254065,-0.0737790435552141
"('zerohedge', 'Present')",0.089229427059867,-0.1930490247641021
"('fundylongshort', 'Present')",0.3271343855212522,-0.0625073278361859
"('davidschawel', 'Present')",0.1470368663896434,-0.0550292158006974
"('fundiescapital', 'Present')",0.2450545479349255,-0.0336163774067034
"('business', 'Present')",0.0517471967681648,-0.0927887645890906
"('mark_dow', 'Present')",0.1120607089423169,-0.0641399134179374
"('truthgundlach', 'Present')",0.3809202343882521,-0.0487649660626241
"('mjmauboussin', 'Present')",0.2674285382710377,-0.0138810551946666
"('qtrresearch', 'Present')",0.1189349509325511,-0.0417620353454172
"('tmtanalyst', 'Present')",0.2005834385722484,-0.0528204776718181
"('manualofideas', 'Present')",0.2044059060003856,0.0862104066880791
"('grantspub', 'Present')",0.2249979951466937,-0.0176784869586245
"('firstadopter', 'Present')",0.3503241018361864,-0.0424500812544794
"('activiststocks', 'Present')",0.2465325453802664,-0.0800698814001832
"('gfmag', 'Present')",0.39755126672474,0.1557045788480823
"('worldfinance', 'Present')",0.5181877641489092,0.0885265815207692
"('bbcbreaking', 'Present')",0.2820461626728804,-0.4710692718033872
"('skynews', 'Present')",0.0852980715021085,-0.3039993282753895
"('cnnbrk', 'Present')",0.2031758418016269,-0.4196776643069181
"('usatoday', 'Present')",0.0776844894431437,-0.1879718848718303
"('foxnews', 'Present')",0.0720722869642635,-0.1808591261146802
"('abc', 'Present')",0.0845491084830605,-0.287355256343429
"('fainvestors', 'Present')",0.1614028099633441,0.0286333306481208
"('wu_tang_finance', 'Present')",0.1843263577944536,-0.0823872654444191
"('deitaone', 'Present')",0.326420703166638,-0.0121885430222576
"('greatquarter', 'Present')",0.3588455241072456,-0.1026360213123546
"('reutersbiz', 'Present')",0.1710710456088978,-0.110072509547777
"('stockitchen', 'Present')",0.2443587325156646,-0.03198823581875
"('ritholtzwealth', 'Present')",0.2925664092718611,-0.0584807010498434
"('schuldensuehner', 'Present')",0.239717655295817,-0.1308230589572521
"('sjd10304', 'Present')",0.0948834221430797,-0.0566269941306736
"('the_real_fly', 'Present')",0.1496433737484431,-0.1297439013627973
"('harmongreg', 'Present')",0.1273947079651097,-0.0003534881665907
"('newsquawk', 'Present')",0.2175467675202539,-0.047126454115291
"('investorslive', 'Present')",0.1205974903582397,0.0363758850436969
"('reddogt3', 'Present')",0.1713301036925975,0.0531955647544082
"('peterschiff', 'Present')",0.3363660937838855,-0.1409750034042049
"('stlouisfed', 'Present')",0.2067763207337302,-0.0479561652402373
"('paulkrugman', 'Present')",0.1707205237847165,-0.1217126074629999
"('thestalwart', 'Present')",0.083678253514048,-0.05807493970906
"('footnoted', 'Present')",0.3096343426129991,-0.0955217531321271
"('abnormalreturns', 'Present')",0.1989367131188356,-0.0101352023885348
"('ianbremmer', 'Present')",0.1282417283532627,-0.0730275595245685
"('tylercowen', 'Present')",0.2197507869216332,-0.05358539967206
"('dealbook', 'Present')",0.208102876019757,-0.1199159431037891
"('calculatedrisk', 'Present')",0.6220713434663627,-0.0034779642762088
"('matt_levine', 'Present')",0.1857013292725054,-0.0455198388078173
"('noahpinion', 'Present')",0.0578577541871447,-0.0889388154118212
"('soberlook', 'Present')",0.4858770581343725,-0.1311859524548451
"('advisorhubinc', 'Present')",0.4219511472452278,-0.2391302022371365
"('timmerfidelity', 'Present')",0.2795723309662674,0.0325661048759297
